Flightno,FlightDepcode,FlightArrcode,PlannedDeptime,PlannedArrtime,prob
CZ6956,CSX,URC,1501157400,1501174200,0.0116636817915387
CZ6956,CSX,URC,1501243800,1501260600,0.8015738223078711
CZ6620,KJI,URC,1501422900,1501427400,0.07123110793015047
RY8973,KHN,TYN,1499126400,1499133000,0.015653361659238335
RY8939,XIY,URC,1499572500,1499586000,0.03420106400710946
RY8939,XIY,URC,1499658900,1499672400,0.03692154678998644
RY8923,KHN,TNA,1500099300,1500106200,0.2584860558898526
RY8923,KHN,TNA,1500185700,1500192600,0.01423735507382772
RY8923,TNA,SHE,1500540900,1500547200,0.08723580108077521
RY8940,URC,XIY,1500715200,1500726600,0.014595030029373898
RY8924,SHE,TNA,1500982200,1500988500,0.05096918225035521
RY8924,SHE,TNA,1501068600,1501074900,0.03151757603456492
RY8918,XMN,KHN,1501334400,1501339500,0.03857576346361866
CA1883,PEK,PVG,1501244400,1501252500,0.020184607897485968
9C8822,TAO,SHA,1499217300,1499223000,0.037346573672992905
9C8816,XMN,SHA,1499219400,1499225700,0.05159847014895231
9C8971,SHE,PVG,1500892800,1500901500,0.02025862137279199
9C8738,DOY,SHA,1501509900,1501516500,0.08597850893315623
ZH9921,SZX,NTG,1499393400,1499402700,0.03890234916357138
ZH9807,SZX,WUX,1500011700,1500019800,0.025607253503847804
CZ3972,CAN,CGO,1499303700,1499312400,0.06487145661077738
CZ3592,SHA,CGO,1499481300,1499488200,0.014502444446238619
CZ6640,WNZ,CGO,1499657100,1499665500,0.007220444112462458
CZ3195,CAN,CGO,1499747700,1499756100,0.022138357622280353
CZ6552,SYX,SWA,1499925000,1499930700,0.11539485819960837
CZ3707,CAN,TNA,1500628800,1500639000,0.013943219847329979
MU2378,KHN,DSN,1499217900,1499225700,0.03960712075075912
MU2217,XIY,SHA,1499479200,1499487300,0.04051100975139323
MU2216,DNH,XIY,1500276600,1500284700,0.012484318056748812
MU2323,JGN,XIY,1500980400,1500987900,0.03661808084685495
MU2618,FOC,XIY,1501156800,1501166400,0.017144990461293523
NS3243,NKG,FOC,1499395800,1499401200,0.04394689463318884
NS3335,SJW,FOC,1500010200,1500024900,0.15732311034043736
NS3335,SJW,YNZ,1500010200,1500015900,0.10383756225852368
NS3321,SJW,KHN,1500099900,1500107100,0.09058502849002478
NS3335,YNZ,FOC,1500277800,1500284100,0.036693556813963385
NS3249,HFE,BHY,1500362100,1500370200,0.9647085864309417
NS3335,YNZ,FOC,1500714900,1500720900,0.03371523349000863
NS3262,SJW,ZQZ,1500805800,1500809100,0.6456176218105322
NS3275,NTG,WNZ,1500891000,1500894300,0.006195563779097513
NS3322,SWA,KHN,1500981600,1500986700,0.03202381716614638
NS3276,NTG,SJW,1501421700,1501428300,0.05697247993191309
MF8473,JJN,KWE,1498865400,1498873500,0.012539578938371652
MF8473,JJN,KWE,1498952400,1498960200,0.012361100248166062
MF8094,HRB,YNZ,1499924400,1499934300,0.11609639677348355
MF8565,XMN,NKG,1500274800,1500281100,0.06632779777802443
MF8391,XMN,CAN,1500537600,1500542400,0.03961301106679537
MF8112,YCU,NKG,1500805800,1500811800,0.009538199422098903
MF8158,CSX,XMN,1500892500,1500898500,0.020448486151097848
MF8159,HSN,PEK,1501156800,1501165500,0.009186625440963585
CZ6257,HRB,PVG,1498866300,1498877100,0.021551931654894094
CZ6277,SJW,DYG,1499745600,1499753700,0.010183238228432067
CZ6251,HRB,PVG,1500277500,1500288300,0.019681489825317686
ZH959W,SZX,HAK,1498865400,1498868700,0.01929285278661306
ZH9681,CAN,NKG,1498951500,1498959600,0.038808829564205984
ZH925X,YTY,XIY,1499218200,1499225400,0.04674665462763665
ZH9793,JJN,KMG,1499392800,1499402400,0.03831938130274866
ZH9673,CAN,HRB,1499657700,1499673000,0.03724486754881431
ZH9972,TNA,CAN,1499835000,1499844900,0.010581191804324411
ZH9682,DLC,NKG,1499923800,1499930100,0.008043514445082138
ZH9368,FOC,NNG,1500008400,1500016500,0.015583975006784238
ZH9210,XIY,SZX,1500185700,1500196500,0.029876932753039504
ZH9704,XMN,WUX,1500628800,1500635400,0.012116421531888064
ZH9740,XNN,XIY,1500714900,1500720300,0.01071838154888019
ZH9981,CAN,HGH,1500890700,1500898500,0.0769242164703226
ZH9443,CAN,CTU,1500982800,1500991800,0.03001662449247697
ZH9185,HET,HLD,1501420800,1501429200,0.9725276827442411
GS7593,XIY,DLC,1498864800,1498873200,0.021704171014926967
GS7593,XIY,DLC,1498951200,1498959600,0.01429821321935313
GS7591,XIY,TNA,1499126700,1499132700,0.01647508743171061
GS7853,HGH,SWA,1499656500,1499663100,0.07568843066998718
GS6573,CSX,XMN,1499746200,1499751300,0.007302840687414976
GS7816,WNZ,TAO,1499833800,1499840700,0.14962597398098787
GS6574,XMN,CSX,1500100500,1500106500,0.030367886011456534
GS7816,TAO,TSN,1500276300,1500281100,0.019276362763333745
GS7861,TSN,LJG,1500715200,1500727200,0.05919067151318993
GS6592,HFE,CKG,1501422900,1501430100,0.64295746612959
CA4414,KMG,CTU,1499923500,1499928900,0.00974225627345798
CA460,CTU,XNN,1500101400,1500108000,0.0302750067830362
CA4591,XIC,CTU,1500539400,1500543300,0.07023438264599746
CA8238,TAO,WUH,1500891900,1500899400,0.980406412595323
CA4316,HAK,CTU,1501512600,1501521300,0.024708872061753713
CA4187,CTU,TSN,1498865100,1498874100,0.01900106420294837
CA4187,CTU,TSN,1498951500,1498960500,0.01277615412277262
CA4373,CTU,SWA,1499126700,1499136600,0.019979338722559786
CA4512,TAO,CTU,1499482200,1499492700,0.031033776622785086
CA1312,NNG,PEK,1499748600,1499760300,0.05011289706352253
CA4383,CTU,SZX,1500453000,1500461700,0.018137558691352796
CA4371,CTU,CSX,1500892200,1500899100,0.03867051506911678
CA4390,SZX,CTU,1501246500,1501256100,0.041637346262493755
CA4534,HGH,CTU,1501509900,1501519800,0.04138398955036207
KN2917,NAY,TGO,1498951200,1498956600,0.02257070608769742
KN5871,FUO,ZHA,1499040000,1499043600,0.05416130339254264
KN5872,ZHA,FUO,1499219100,1499222700,0.04074337626266997
KN5872,ZHA,FUO,1499305500,1499309100,0.04074337626266997
KN2907,NAY,BAV,1499925000,1499929800,0.1238659605800035
KN2908,BAV,NAY,1500278100,1500282300,0.0440388959082692
KN5951,NAY,SQD,1500453600,1500462300,0.04606862024956318
KN5811,NAY,XFN,1500891600,1500899100,0.014747792567959496
KN5210,BFJ,NAY,1501068300,1501077900,0.9755501362059773
CZ6357,CGQ,TAO,1499043000,1499050200,0.024611817454690477
CZ6357,TAO,SZX,1499571600,1499583300,0.014683691841880944
CZ6570,XIY,TSN,1500011400,1500018600,0.016739293668867162
CZ6553,CGQ,PVG,1500453000,1500463200,0.14568053469334544
CZ6358,SZX,TAO,1500537900,1500549300,0.03613980947333605
ZH9709,SHE,WUH,1499043000,1499054100,0.012340164449152122
ZH9709,SHE,WUH,1499129700,1499140500,0.0107415127762963
ZH9167,NNG,PEK,1499304600,1499316300,0.03658884091882979
ZH9369,NNG,WUH,1499394000,1499400600,0.028285128433755132
ZH9605,SZX,SHE,1499923500,1499937900,0.10962470518637792
ZH9360,HGH,JJN,1500630300,1500635100,0.03348203424301956
ZH9592,INC,TYN,1501066800,1501072200,0.0159199774303243
ZH9113,SZX,PEK,1501159800,1501172100,0.07159822669244459
FM9190,JNZ,PVG,1499395800,1499403300,0.07600648068731318
FM9380,KWL,PVG,1499569200,1499577300,0.012065123253851501
FM9343,PVG,DYG,1500804300,1500813300,0.11846759435042943
FM9398,CSX,PVG,1500981300,1500988500,0.02806529101574718
GS7865,TSN,HAK,1501244400,1501258200,0.03987603173910378
GS7862,LJG,TSN,1501421700,1501432500,0.9489543404273011
HO1139,PVG,CIH,1499040000,1499048400,0.03472852643192652
HO1358,PVG,SHE,1499127600,1499136600,0.02403499410263006
HO1133,SHA,TYN,1500891300,1500900300,0.0128019825654502
HU7245,PEK,URC,1498864800,1498879500,0.02252653895430345
HU7245,PEK,URC,1498951200,1498965900,0.0156530368926459
HU7766,CGQ,PEK,1499657700,1499664600,0.011976048717030318
HU7246,URC,PEK,1499747400,1499759700,0.015205193666666249
HU7608,SHA,PEK,1499832900,1499840700,0.9836015788277027
HU7192,XMN,PEK,1500008400,1500018600,0.07891066378367012
HU7111,PEK,KMG,1500277200,1500289800,0.03324562850475715
HU7601,PEK,SHA,1500629400,1500637200,0.9851735021193044
HU7112,KMG,PEK,1501158300,1501170300,0.9810927787533623
HU7802,CAN,PEK,1501244700,1501255800,0.9850616775803672
CZ3380,CAN,CSX,1499480700,1499485200,0.011807621983932768
CZ3983,TAO,SHE,1499570400,1499576400,0.00781470012438626
CZ3132,SJW,CAN,1499658900,1499669700,0.024647156525530237
CZ8402,CSX,INC,1500010800,1500019800,0.03200318449627831
CZ3530,TYN,CAN,1500100500,1500110700,0.06295131441171956
CZ3926,TNA,CSX,1500454500,1500462300,0.04468861054867403
CZ3629,XNN,URC,1500540900,1500550200,0.00876342682868989
CZ8403,LHW,CSX,1500714600,1500723000,0.005007045262190019
CZ3489,CAN,KMG,1500892200,1500901500,0.04968907401151963
HU7848,CAN,XIY,1498952400,1498961400,0.027231095348356278
HU7823,SYX,CGO,1499129700,1499141100,0.027573157051239357
HU7724,CSX,SYX,1499394600,1499402400,0.03981093611712815
HU7697,NNG,HAK,1500010200,1500014100,0.013225012572856566
HU7113,CAN,NKG,1500893700,1500901800,0.03506010581154458
HU7696,WUH,SYX,1501419900,1501428900,0.10886816055127982
CA1477,URC,KHG,1500010200,1500017100,0.007033573197084764
CA1233,KRY,YIN,1500361200,1500364200,0.41391420249924193
CA1571,PEK,TAO,1500453000,1500458400,0.037633906131540676
CA1572,TAO,PEK,1501066800,1501072500,0.0163401320586843
BK2921,CSX,CKG,1498865100,1498870500,0.014204817003084427
BK2819,TSN,KWL,1498950600,1498961400,0.01953542678287886
BK3048,HUZ,CSX,1499657700,1499663100,0.009594980241856538
BK2820,KWL,TSN,1499747400,1499757600,0.03798863172800414
BK2842,TYN,CSX,1500277200,1500283800,0.04278222085841101
BK2818,NKG,CSX,1500364200,1500369900,0.004995181414844062
BK2850,TSN,CSX,1500628200,1500637200,0.045376478623769013
BK3031,CSX,ZUH,1500714000,1500719400,0.021362534158813846
BK2806,ZUH,HGH,1500981300,1500988500,0.043008629790840414
BK2707,TSN,DLC,1501333500,1501338000,0.02903323638358492
BK2834,KHN,TSN,1501419900,1501428300,0.06680832270615425
BK2752,HGH,TSN,1501510200,1501518000,0.5512323438404657
MU2214,XIY,XMN,1499304900,1499314800,0.027090917553288348
MU2330,INC,XIY,1499394300,1499399100,0.014613437621754898
MU2159,ENY,XIY,1499832600,1499835300,0.05427035122056929
MU2213,XMN,XIY,1500009900,1500019800,0.007224990913083374
DL6564,XIY,PVG,1500098400,1500106500,0.05678399641514919
MU2159,XIY,PVG,1500098400,1500106500,0.04568428317144607
MU2320,JGS,XIY,1500186300,1500193500,0.030012587320044512
MU2298,DLC,XIY,1500453900,1500462900,0.008620548362779736
MU2276,UYN,XIY,1500805800,1500810000,0.038554836249859795
MU2327,XIY,CKG,1501069800,1501075500,0.005261917397870582
MU5104,PEK,SHA,1499216400,1499225100,0.05353570692265923
MU5118,PEK,SHA,1500451200,1500459600,0.06099465296077365
MU5381,SHA,SYX,1500537900,1500549900,0.04879072389846284
MU5413,SHA,CTU,1500981600,1500993600,0.050307095913757566
MU5320,SZX,CTU,1501068600,1501078200,0.01415691945113325
MU5151,SHA,PEK,1499041800,1499049900,0.037190721138445015
MU5336,SZX,SHA,1499394600,1499403600,0.0720127577623693
MU5105,SHA,PEK,1499479200,1499487300,0.06034056376192881
MU5155,SHA,PEK,1500100200,1500108300,0.4709854392753318
MU5116,PEK,SHA,1500361200,1500369600,0.5159059645986463
MU5126,PEK,SHA,1501156800,1501164900,0.3276471503926286
JD5207,PEK,XNN,1498863900,1498873800,0.020862725828567803
JD5595,MXZ,HAK,1499655600,1499660700,0.024245290826859976
JD5686,KWE,HAK,1500537900,1500543900,0.06008434754020966
JD5217,TAO,KHN,1500805800,1500812400,0.7575292043743935
JD5374,CGO,HAK,1501070100,1501080600,0.04048633160675475
JD5748,HFE,HAK,1501245900,1501255800,0.15790279740943106
JD5396,YIH,PEK,1501421400,1501429200,0.016009519994282264
CA4590,CZX,CTU,1499218500,1499228400,0.06542835670907998
CA4152,URC,CTU,1499658300,1499670300,0.006920241555702886
CA4507,CTU,KHN,1500891900,1500900900,0.01559258578550363
CA4392,ZUH,CTU,1501158300,1501167300,0.011028923279853378
CA4154,URC,CTU,1501246500,1501258200,0.014732047914371459
3U8785,CTU,TYN,1498864200,1498871700,0.018067729241035703
3U8353,TSN,KHN,1499043300,1499049000,0.027924715150228374
3U8428,LCX,KWL,1499572200,1499577600,0.019525170514054065
3U8962,PVG,CTU,1499658600,1499671200,0.02974271986017596
3U8911,CTU,HGH,1500100500,1500110400,0.011174093858043521
3U8816,TSN,HGH,1500276900,1500284400,0.007832574596011012
3U8816,TSN,HGH,1500363300,1500370800,0.011976324636481281
3U8371,CTU,HRB,1500891000,1500903900,0.016413589593183595
3U8986,WUH,CTU,1501421100,1501428600,0.04074088585162232
3U8970,DSN,CTU,1501509600,1501518000,0.024020206084961828
MF8481,HGH,CKG,1498866900,1498875900,0.015618442468546276
MF8405,XMN,KMG,1499040300,1499050200,0.020363206854431992
MF8571,XMN,TNA,1499216400,1499224500,0.024326975670051137
MF8330,CAN,FOC,1499396100,1499402100,0.03926356296018163
MF8605,FOC,KWE,1499481000,1499489700,0.01863934045607021
MF8648,NNG,FOC,1499570400,1499578200,0.046109851515132465
MF8262,XIC,CKG,1500099000,1500103800,0.005442870221679993
MF8248,XIY,XMN,1500185400,1500195300,0.010878197882508336
MF8111,NKG,YCU,1500276900,1500283200,0.06280527640124799
MF8262,CKG,XMN,1500453300,1500462300,0.03966244477819866
MF8641,ZUH,KMG,1500714300,1500721500,0.15009812487961094
MF8606,KWE,FOC,1500891900,1500899700,0.03147713244847611
MF8326,CAN,FOC,1501159500,1501166100,0.00829970761944358
MF8360,NNG,XMN,1501336500,1501343700,0.01787667240177364
MF8302,CAN,XMN,1501509600,1501514400,0.11651731377735891
CZ637W,CGQ,PVG,1498951800,1498960800,0.020195209677895083
CZ6374,PVG,CGQ,1498953000,1498962900,0.02848480312338796
CZ6146,PEK,CGQ,1499571000,1499578200,0.0178925353409472
CZ6149,CGQ,PEK,1500276600,1500283500,0.08339111675795137
CZ3606,YNJ,CGQ,1500540600,1500543900,0.1123142074057775
CZ6150,PEK,CGQ,1500892800,1500900000,0.03201640527092816
CZ6141,CGQ,PEK,1500981000,1500987900,0.012348973761355216
CZ3605,CGQ,YNJ,1501509600,1501512900,0.00884681991526382
CZ3205,CAN,LHW,1499042700,1499054400,0.024399414803962828
CZ3205,CAN,LHW,1499129100,1499140800,0.028182173326874005
CZ3471,CGO,CTU,1499834400,1499841600,0.00765432037356737
CZ3393,CGO,CAN,1499922600,1499931300,0.031888455186818494
CZ6242,ZUH,CGO,1500009900,1500018900,0.009290806965426267
CZ6389,CGO,LHW,1500274800,1500281400,0.07686921001791783
CZ3394,CAN,CGO,1500540000,1500549300,0.028284676936456317
CZ6242,CGO,INC,1500628500,1500634800,0.008778703639895944
CZ3597,CGO,SHA,1500804300,1500810300,0.01976298225278038
CZ3947,CGO,PVG,1500981600,1500987600,0.013705607794324861
CZ6390,CGO,SZX,1501244400,1501253400,0.020717625678522606
CZ6478,CGO,HET,1501422900,1501428000,0.006669436006582674
9C8897,SHA,CKG,1498863900,1498874400,0.027188020667716015
9C8815,SHA,XMN,1498950300,1498957500,0.018842679338141283
9C8847,SHA,LHW,1499040300,1499052000,0.034574385643200534
9C8681,SJW,NGB,1499394000,1499401800,0.011710275918123614
9C8849,PVG,SHE,1500187800,1500197700,0.017828887795992593
9C8901,PVG,MIG,1500539100,1500550500,0.07750903623284694
CZ3813,CAN,HFE,1498950900,1498958700,0.03311018899701157
CZ3081,KWE,CAN,1499305500,1499311200,0.027083836939603693
CZ3692,CAN,KWE,1499925300,1499931900,0.018327489363564937
CZ3658,PVG,KWE,1500276900,1500287100,0.014413006311640678
CZ3786,WUH,KWE,1500363000,1500369300,0.0052817992240601274
CZ3834,WNZ,KWE,1501335000,1501344300,0.03411606995303652
AQ1021,WNZ,HRB,1499305200,1499317800,0.021611391022792404
AQ1039,NKG,HRB,1500276300,1500286200,0.018365985047550517
AQ1025,CAN,HAK,1500630600,1500635400,0.8163457187890143
AQ1040,NKG,HAK,1500890400,1500900900,0.34076606630163936
CZ6374,PVG,CGQ,1498866600,1498876500,0.031140645914269252
CZ8510,KMG,TAO,1499127000,1499139300,0.03888836640955072
CZ6542,PVG,CGQ,1499571300,1499581800,0.02678684377947215
CZ8510,TAO,CGQ,1499747700,1499755200,0.07078258934928015
CZ8510,TAO,CGQ,1499834100,1499841600,0.007462715067174358
CZ6182,URC,HET,1500277500,1500288600,0.007011122207425256
CZ6182,URC,HET,1500363900,1500375000,0.01166257024170983
CZ6358,SZX,TAO,1500451500,1500462900,0.012722963021934751
CZ3606,CGQ,CAN,1500805800,1500821400,0.20426466766595852
CZ6182,HET,CGQ,1500983100,1500990300,0.011336718781360963
CZ6182,HET,CGQ,1501069500,1501076700,0.009206618892095859
MU5602,SHE,PVG,1498865700,1498874100,0.027781791509527837
MU5539,SHA,LYI,1499303100,1499308800,0.03038067485866076
MU5228,PEK,TAO,1499394000,1499399400,0.055409501612824104
MU5228,PEK,TAO,1499480400,1499485800,0.03701877826183716
MU518U,PEK,YNT,1499655600,1499661000,0.022577237483940922
MU5508,LHW,TYN,1499924700,1499930400,0.020870644261952825
MU5243,NGB,SZX,1500100200,1500108000,0.01821176774726513
MU5253,TAO,CGO,1500184800,1500190500,0.06735458452284235
MU5538,HGH,TAO,1500539100,1500546000,0.010072050473188937
MU5634,URC,SHA,1500806700,1500822900,0.02629870277151672
MU5581,SHA,WEH,1500892500,1500900000,0.02160160488011463
MU5254,CGO,TAO,1501509600,1501515900,0.02955771299452071
CZ3761,ZUH,WUH,1499127300,1499133600,0.019255174337153073
CZ3761,WUH,XIY,1499569200,1499574600,0.013495615947610829
CZ3791,ZUH,CSX,1500186600,1500192300,0.008775978484435815
CZ3791,CSX,TYN,1500714300,1500720900,0.08002851061664906
CZ3739,ZUH,PEK,1501158000,1501169100,0.1678205520720381
MU2126,WUH,XIY,1499304600,1499309700,0.01800469920753864
MU2313,XNN,YUS,1499480100,1499484600,0.030253663247439434
MU2141,DSN,CGQ,1499658000,1499666400,0.03479787555089286
MU2273,DNH,HTT,1499747100,1499751000,0.011851286630190016
MU2347,YUS,XNN,1499832600,1499837400,0.04976174296148792
MU2331,XIY,NAO,1499922900,1499928600,0.024522835794161188
MU2314,YUS,XNN,1500451500,1500456300,0.02382873680473575
MU9641,XIY,DNH,1500983700,1500993300,0.012344859183480394
MU5685,XIY,DLC,1501067400,1501076400,0.012889920257404663
MU5686,DLC,XIY,1501512300,1501521600,0.008216878883522455
CA4305,CTU,CAN,1498866900,1498875600,0.028413621913986768
CA4439,CTU,KWE,1499041800,1499046600,0.016052355829304307
CA4307,CTU,CAN,1499217900,1499226300,0.05779896267973362
CA4101,CTU,PEK,1499302800,1499312700,0.02752779600797479
CA4272,CGO,CTU,1499395200,1499402700,0.006249568213281908
CA156V,HGH,PEK,1499655600,1499664000,0.06216395963471951
CA4186,SHE,CTU,1499832900,1499846700,0.025812599684668088
CA4111,LXA,PEK,1500538800,1500560100,0.8933076433974644
CA4104,PEK,CTU,1500804000,1500815400,0.1986313364961153
CA4309,CTU,CAN,1501066800,1501075500,0.018796381453646295
CA4304,CAN,CTU,1501159200,1501168500,0.015843169686864392
MU5177,NGB,PEK,1498864800,1498873200,0.024055394728610836
MU5177,NGB,PEK,1498951200,1498959600,0.01567049536894732
MU5557,HGH,XMN,1499040600,1499046000,0.02883996518078774
MU5649,NGB,ZUH,1499570700,1499578800,0.06905957414239576
MU5647,NGB,KWE,1499657100,1499663700,0.05946031372967168
MU5215,HGH,CAN,1499747400,1499755200,0.062336320814472206
MU9623,TYN,HET,1499832300,1499835600,0.055558964956210155
MU555,HGH,KMG,1501066800,1501078500,0.06920110389207342
MU5218,CAN,HGH,1501243500,1501251000,0.012757006352846961
MU5584,ZYI,WUH,1501419900,1501425600,0.005880545391704474
ZH9803,SZX,WUX,1499219100,1499227800,0.024871947649616706
ZH9646,WUX,SZX,1499658600,1499667300,0.54190320712295
ZH9683,NTG,DLC,1499833200,1499839200,0.008090195721020293
ZH9583,NKG,XIY,1500361500,1500369300,0.04425271437790076
ZH9904,TNA,SZX,1500628500,1500639300,0.019444950212548464
FM9189,PVG,JNZ,1498866300,1498874700,0.027157803196879153
FM9300,SWA,PVG,1499127300,1499134800,0.029741535491653686
FM9380,KWL,PVG,1499655600,1499663700,0.05263310532476364
FM9381,PVG,KWL,1499832300,1499841900,0.01935841139625348
FM9126,DLC,RIZ,1500364500,1500368100,0.037384243216007404
FM9370,KWL,PVG,1501245000,1501253400,0.009833649454080329
MU5825,KMG,KWL,1499217900,1499223300,0.017783233761974316
MU5821,DSN,HRB,1499832000,1499841000,0.011958333799208926
MU5776,KMG,SYM,1500540300,1500543600,0.06968529361425285
MU5818,ACX,KMG,1500981900,1500985200,0.011154029796189
CA4575,CKG,AKU,1499042100,1499059500,0.027483763869957215
CA4354,CAN,CKG,1499217300,1499224800,0.03945915162042084
CA4347,CKG,SZX,1499924700,1499932800,0.012431246689927539
CA1829,CAN,SHA,1500452100,1500460800,0.2904738488515961
CA1829,CAN,SHA,1500538500,1500547200,0.42612728084181184
MF8235,WUH,XNN,1499218800,1499226900,0.025163203140495576
MF8310,SZX,HGH,1499394300,1499401800,0.014687373347912673
MF8210,LHW,CGO,1500184800,1500190800,0.025868894884916862
CA4220,AHJ,CTU,1499129700,1499133600,0.028615992902647134
CA4238,ZHA,CTU,1499305800,1499314200,0.059663976213244055
CA4530,NGB,CTU,1500009300,1500020400,0.024831286310727226
CA4122,PEK,JZH,1500627900,1500638400,0.43310864585184616
MU2319,XIY,JGS,1498865400,1498873200,0.01964284931199362
MU2181,XIY,KMG,1498953000,1498961400,0.010811021465713116
MU2329,XIY,INC,1499127000,1499131800,0.012662921356066245
MU2324,XIY,JGN,1499394300,1499402100,0.018713401764646528
MU2341,CTU,XIC,1499480400,1499484300,0.009852809238211808
MU2182,KMG,XIY,1499656500,1499664600,0.005283292484071357
MU2271,XIY,CGQ,1499835300,1499847300,0.04214434470172398
MU2218,SHA,XIY,1499923200,1499932500,0.010615977468056514
MU2212,HRB,UYN,1500099300,1500109800,0.008194487308623238
MU2212,HRB,UYN,1500185700,1500196200,0.007549780064943006
MU2182,XIY,UYN,1500453000,1500457500,0.032143063101419955
MU2225,CTU,XNN,1500539700,1500546300,0.025399970693507037
MU9643,XIY,HRB,1500628500,1500639900,0.031695969532705905
MU2212,UYN,XIY,1500717300,1500722100,0.03219283600732154
HO1075,PVG,TAO,1498863900,1498869900,0.023985702099924563
HO107Z,CGO,PVG,1499392800,1499398800,0.0285493888460268
HO1110,SQJ,PVG,1499482200,1499488200,0.07922309817335095
HO1182,SHE,PVG,1499571300,1499579700,0.024098926069917988
HO1182,SHE,PVG,1499657700,1499666100,0.07093271965061639
HO1275,PVG,HAK,1500277800,1500288600,0.046989562500231195
HO1070,CGO,PVG,1500538200,1500544200,0.008691622565422821
HO1145,PVG,LCX,1500805500,1500812400,0.04393609046538099
HO1074,WUH,PVG,1500981600,1500987900,0.02833916161216879
HO1235,PVG,XIY,1501510500,1501521000,0.08649380516941522
8L9571,CGO,NNG,1498950300,1498959000,0.03005162311235054
8L9862,HFE,KMG,1499481600,1499490900,0.02803229848435239
8L9864,XUZ,CKG,1499747700,1499755800,0.005723417315380259
8L9891,WUH,DLC,1500009300,1500018300,0.030129454353601107
8L9888,SHA,YIC,1500187200,1500193800,0.00709223654357155
8L9864,CKG,KMG,1500364200,1500369600,0.0056473954452645365
8L9871,YIH,NGB,1500628200,1500634800,0.013641715152513107
8L9731,CGO,DLC,1501243500,1501251000,0.07240713889382687
CZ3430,NAO,CAN,1499748300,1499755800,0.049979728917102666
CZ3106,PEK,CAN,1499923800,1499936400,0.2619294031412092
CZ3259,PEK,CKG,1500101700,1500113100,0.3223121722657037
CZ3162,PEK,CAN,1500186600,1500199200,0.212987117592187
CZ323,PEK,CAN,1500539400,1500552000,0.14674869746959107
CZ3907,PEK,SHA,1500628800,1500637200,0.7742651740711511
CZ3653,KWE,PEK,1500981900,1500992400,0.064416369228672
CZ3107,CAN,PEK,1501333200,1501344900,0.03487980117730311
CA4188,TSN,CTU,1499482500,1499493900,0.012145814648793397
CA4338,SZX,CTU,1499658900,1499669100,0.009387704349369367
CA4436,KWE,CTU,1500453900,1500459300,0.007751094531320082
CA4383,CTU,SZX,1500539400,1500548100,0.015551510318597826
CA4527,CTU,TNA,1500630300,1500639000,0.010469594373915194
CA4312,SZX,CTU,1500981300,1500991200,0.02481637876686071
CA4390,SZX,CTU,1501160100,1501169700,0.02212763149358101
CA4106,PEK,CTU,1501243200,1501254600,0.030418529109676174
CA1364,CSX,PEK,1501333500,1501341900,0.04315519109424799
9C8958,SWA,SHA,1499219700,1499226900,0.052553512961465675
9C8937,SJW,KMG,1499394900,1499406300,0.015319832447796895
9C8502,ZUH,SJW,1499746200,1499757600,0.045772165610663745
9C8786,FOC,SJW,1499923200,1499932800,0.9683546571627856
9C8765,SHA,SJW,1500099000,1500107100,0.041005502747685475
9C8666,WNZ,HIA,1500277800,1500283800,0.03571579244207875
9C8873,SJW,DLC,1500714600,1500720000,0.009069779349309278
9C8720,LHW,SJW,1500807300,1500814800,0.41034437728650774
9C8986,CTU,SJW,1501160100,1501168200,0.05028325522210046
QW9772,CTU,TAO,1499481600,1499491500,0.02602997072810925
QW9841,YNT,CGQ,1499745600,1499751600,0.005831442744129194
QW9867,TAO,YIE,1501157100,1501166400,0.2248074540701703
QW9800,LHW,TAO,1501335300,1501345200,0.0116484547020576
QW9860,NKG,TAO,1501512900,1501517400,0.0341753003182211
CZ3925,CSX,TNA,1499127000,1499134200,0.01428272610437165
CZ3380,CAN,CSX,1499394300,1499398800,0.011451727629810043
CZ6647,SJW,HET,1499570400,1499574900,0.005940650536588371
CZ3130,XNN,CSX,1499925300,1499934000,0.00530166751545067
CZ3926,SHE,TNA,1500185400,1500192000,0.09321910575987334
CZ6178,TLQ,CSX,1500277800,1500292500,0.011332061275130565
CZ6648,SJW,CSX,1500362700,1500370200,0.11009152472347383
CZ3246,LHW,DYG,1500714300,1500721800,0.02805065922086264
CZ3986,NKG,CSX,1500981000,1500987000,0.008770332556487822
CZ3630,URC,XNN,1501245000,1501253100,0.009321458946423881
CZ3468,KMG,CSX,1501335000,1501342500,0.007785012823313712
CZ3468,KMG,CSX,1501421400,1501428900,0.04173464206233375
CA4408,BPX,CTU,1499043000,1499047800,0.02534290090782186
CA4488,JZH,CTU,1499657700,1499661300,0.005978327902057934
CA4461,CTU,PZI,1500009600,1500014400,0.10032695928448454
CA4318,CAN,CTU,1500276300,1500285300,0.2501409772237796
CA4225,SHF,YIN,1500452400,1500456600,0.0063686672329928175
CA4391,CTU,ZUH,1500628200,1500636900,0.03009070236893202
CA4179,CTU,CIH,1500806700,1500813000,0.007777036985284253
CA4154,URC,CTU,1501160100,1501171800,0.009257649878592676
CA4393,JZH,CAN,1501420500,1501430100,0.029730293455981625
MU2387,XIY,NKG,1498866900,1498873800,0.03370789742073952
MU2103,XIY,PEK,1499216400,1499223000,0.022740322607797292
MU2106,PEK,XIY,1499569200,1499576700,0.01232028887642435
MU2155,XIY,SHA,1499655600,1499663400,0.051624027699140686
